transaction_id,date,category,amount,user_email
30,2025-11-24 17:07:43.754610,Electronics,416.17,user29@pmifi.ru
31,2025-11-23 17:07:43.754610,Home,28.13,user30@pmifi.ru
32,2025-11-22 17:07:43.754610,Electronics,302.17,user31@pmifi.ru
33,2025-11-21 17:07:43.754610,Electronics,122.7,user32@pmifi.ru
34,2025-11-20 17:07:43.754610,Books,69.08,user33@pmifi.ru
35,2025-11-19 17:07:43.754610,Books,47.71,user34@pmifi.ru
36,2025-11-18 17:07:43.754610,Books,351.18,user35@pmifi.ru
37,2025-11-17 17:07:43.754610,Clothing,176.54,user36@pmifi.ru
38,2025-11-16 17:07:43.754610,Electronics,365.14,user37@pmifi.ru
39,2025-11-15 17:07:43.754610,Home,42.02,user38@pmifi.ru
40,2025-11-14 17:07:43.754610,Clothing,164.49,user39@pmifi.ru
41,2025-11-13 17:07:43.754610,Electronics,274.35,user40@pmifi.ru
42,2025-11-12 17:07:43.754610,Clothing,397.45,user41@pmifi.ru
43,2025-11-11 17:07:43.754610,Electronics,166.19,user42@pmifi.ru
44,2025-11-10 17:07:43.754610,Books,316.69,user43@pmifi.ru
45,2025-11-09 17:07:43.754610,Clothing,444.13,user44@pmifi.ru
46,2025-11-08 17:07:43.754610,Home,311.77,user45@pmifi.ru
47,2025-11-07 17:07:43.754610,Clothing,124.15,user46@pmifi.ru
48,2025-11-06 17:07:43.754610,Home,21.96,user47@pmifi.ru
49,2025-11-05 17:07:43.754610,Home,436.35,user48@pmifi.ru
50,2025-11-04 17:07:43.754610,Electronics,20.42,user49@pmifi.ru
51,2025-11-03 17:07:43.754610,Books,438.6,user50@pmifi.ru
52,2025-11-02 17:07:43.754610,Books,269.18,user51@pmifi.ru
53,2025-11-01 17:07:43.754610,Books,470.14,user52@pmifi.ru
54,2025-10-31 17:07:43.754610,Books,401.4,user53@pmifi.ru
55,2025-10-30 17:07:43.754610,Home,498.99,user54@pmifi.ru
56,2025-10-29 17:07:43.754610,Books,181.85,user55@pmifi.ru
57,2025-10-28 17:07:43.754610,Electronics,385.92,user56@pmifi.ru
58,2025-10-27 17:07:43.754610,Electronics,206.95,user57@pmifi.ru
59,2025-10-26 17:07:43.754610,Electronics,245.14,user58@pmifi.ru
60,2025-10-25 17:07:43.754610,Clothing,317.48,user59@pmifi.ru
61,2025-10-24 17:07:43.754610,Clothing,438.1,user60@pmifi.ru
62,2025-10-23 17:07:43.754610,Clothing,492.2,user61@pmifi.ru
63,2025-10-22 17:07:43.754610,Books,386.45,user62@pmifi.ru
64,2025-10-21 17:07:43.754610,Clothing,214.71,user63@pmifi.ru
65,2025-10-20 17:07:43.754610,Clothing,216.46,user64@pmifi.ru
66,2025-10-19 17:07:43.754610,Home,371.42,user65@pmifi.ru
67,2025-10-18 17:07:43.754610,Electronics,127.0,user66@pmifi.ru
68,2025-10-17 17:07:43.754610,Books,64.13,user67@pmifi.ru
69,2025-10-16 17:07:43.754610,Electronics,183.76,user68@pmifi.ru
70,2025-10-15 17:07:43.754610,Books,150.75,user69@pmifi.ru
71,2025-10-14 17:07:43.754610,Books,155.19,user70@pmifi.ru
72,2025-10-13 17:07:43.754610,Electronics,124.47,user71@pmifi.ru
73,2025-10-12 17:07:43.754610,Electronics,30.63,user72@pmifi.ru
74,2025-10-11 17:07:43.754610,Books,18.76,user73@pmifi.ru
75,2025-10-10 17:07:43.754610,Home,493.98,user74@pmifi.ru
76,2025-10-09 17:07:43.754610,Home,219.61,user75@pmifi.ru
77,2025-10-08 17:07:43.754610,Books,198.32,user76@pmifi.ru
78,2025-10-07 17:07:43.754610,Electronics,343.03,user77@pmifi.ru
79,2025-10-06 17:07:43.754610,Clothing,116.94,user78@pmifi.ru
80,2025-10-05 17:07:43.754610,Electronics,475.48,user79@pmifi.ru
81,2025-10-04 17:07:43.754610,Books,395.31,user80@pmifi.ru
82,2025-10-03 17:07:43.754610,Home,53.81,user81@pmifi.ru
83,2025-10-02 17:07:43.754610,Clothing,214.61,user82@pmifi.ru
84,2025-10-01 17:07:43.754610,Electronics,440.77,user83@pmifi.ru
85,2025-09-30 17:07:43.754610,Clothing,472.92,user84@pmifi.ru
86,2025-09-29 17:07:43.754610,Clothing,239.03,user85@pmifi.ru
87,2025-09-28 17:07:43.754610,Home,310.57,user86@pmifi.ru
88,2025-09-27 17:07:43.754610,Home,91.85,user87@pmifi.ru
89,2025-09-26 17:07:43.754610,Books,495.67,user88@pmifi.ru
90,2025-09-25 17:07:43.754610,Clothing,123.52,user89@pmifi.ru
91,2025-09-24 17:07:43.754610,Electronics,471.94,user90@pmifi.ru
92,2025-09-23 17:07:43.754610,Home,328.33,user91@pmifi.ru
93,2025-09-22 17:07:43.754610,Books,307.79,user92@pmifi.ru
94,2025-09-21 17:07:43.754610,Home,261.22,user93@pmifi.ru
95,2025-09-20 17:07:43.754610,Books,123.03,user94@pmifi.ru
96,2025-09-19 17:07:43.754610,Clothing,96.5,user95@pmifi.ru
97,2025-09-18 17:07:43.754610,Home,118.04,user96@pmifi.ru
98,2025-09-17 17:07:43.754610,Clothing,101.35,user97@pmifi.ru
99,2025-09-16 17:07:43.754610,Electronics,392.0,user98@pmifi.ru
100,2025-09-15 17:07:43.754610,Electronics,181.56,user99@pmifi.ru
101,2025-09-14 17:07:43.754610,Electronics,38.34,user100@pmifi.ru
102,2025-09-13 17:07:43.754610,Home,484.86,user101@pmifi.ru
103,2025-09-12 17:07:43.754610,Clothing,443.06,user102@pmifi.ru
104,2025-09-11 17:07:43.754610,Home,464.6,user103@pmifi.ru
105,2025-09-10 17:07:43.754610,Books,497.5,user104@pmifi.ru
106,2025-09-09 17:07:43.754610,Electronics,95.21,user105@pmifi.ru
107,2025-09-08 17:07:43.754610,Clothing,204.16,user106@pmifi.ru
108,2025-09-07 17:07:43.754610,Books,381.54,user107@pmifi.ru
109,2025-09-06 17:07:43.754610,Electronics,351.05,user108@pmifi.ru
110,2025-09-05 17:07:43.754610,Electronics,85.41,user109@pmifi.ru
111,2025-09-04 17:07:43.754610,Clothing,409.76,user110@pmifi.ru
112,2025-09-03 17:07:43.754610,Electronics,119.98,user111@pmifi.ru
113,2025-09-02 17:07:43.754610,Books,119.67,user112@pmifi.ru
114,2025-09-01 17:07:43.754610,Books,273.12,user113@pmifi.ru
115,2025-08-31 17:07:43.754610,Home,300.54,user114@pmifi.ru
116,2025-08-30 17:07:43.754610,Books,294.24,user115@pmifi.ru
117,2025-08-29 17:07:43.754610,Books,54.83,user116@pmifi.ru
118,2025-08-28 17:07:43.754610,Electronics,439.96,user117@pmifi.ru
119,2025-08-27 17:07:43.754610,Books,140.14,user118@pmifi.ru
120,2025-08-26 17:07:43.754610,Home,73.46,user119@pmifi.ru
121,2025-08-25 17:07:43.754610,Books,445.49,user120@pmifi.ru
122,2025-08-24 17:07:43.754610,Books,478.27,user121@pmifi.ru
123,2025-08-23 17:07:43.754610,Clothing,432.44,user122@pmifi.ru
124,2025-08-22 17:07:43.754610,Electronics,406.66,user123@pmifi.ru
125,2025-08-21 17:07:43.754610,Electronics,331.07,user124@pmifi.ru
126,2025-08-20 17:07:43.754610,Clothing,279.92,user125@pmifi.ru
127,2025-08-19 17:07:43.754610,Books,52.62,user126@pmifi.ru
128,2025-08-18 17:07:43.754610,Books,210.14,user127@pmifi.ru
129,2025-08-17 17:07:43.754610,Electronics,192.62,user128@pmifi.ru
130,2025-08-16 17:07:43.754610,Home,137.28,user129@pmifi.ru
131,2025-08-15 17:07:43.754610,Clothing,364.48,user130@pmifi.ru
132,2025-08-14 17:07:43.754610,Electronics,252.98,user131@pmifi.ru
133,2025-08-13 17:07:43.754610,Electronics,49.71,user132@pmifi.ru
134,2025-08-12 17:07:43.754610,Clothing,117.89,user133@pmifi.ru
135,2025-08-11 17:07:43.754610,Books,344.8,user134@pmifi.ru
136,2025-08-10 17:07:43.754610,Clothing,47.3,user135@pmifi.ru
137,2025-08-09 17:07:43.754610,Home,427.09,user136@pmifi.ru
138,2025-08-08 17:07:43.754610,Home,252.62,user137@pmifi.ru
139,2025-08-07 17:07:43.754610,Clothing,245.49,user138@pmifi.ru
140,2025-08-06 17:07:43.754610,Books,300.28,user139@pmifi.ru
141,2025-08-05 17:07:43.754610,Books,414.09,user140@pmifi.ru
142,2025-08-04 17:07:43.754610,Clothing,180.43,user141@pmifi.ru
143,2025-08-03 17:07:43.754610,Clothing,342.23,user142@pmifi.ru
144,2025-08-02 17:07:43.754610,Clothing,287.21,user143@pmifi.ru
145,2025-08-01 17:07:43.754610,Clothing,140.84,user144@pmifi.ru
146,2025-07-31 17:07:43.754610,Electronics,440.53,user145@pmifi.ru
147,2025-07-30 17:07:43.754610,Home,400.74,user146@pmifi.ru
148,2025-07-29 17:07:43.754610,Home,332.64,user147@pmifi.ru
149,2025-07-28 17:07:43.754610,Electronics,426.79,user148@pmifi.ru
150,2025-07-27 17:07:43.754610,Clothing,434.97,user149@pmifi.ru
151,2025-07-26 17:07:43.754610,Books,357.1,user150@pmifi.ru
152,2025-07-25 17:07:43.754610,Electronics,420.14,user151@pmifi.ru
153,2025-07-24 17:07:43.754610,Electronics,351.76,user152@pmifi.ru
154,2025-07-23 17:07:43.754610,Clothing,343.27,user153@pmifi.ru
155,2025-07-22 17:07:43.754610,Books,313.12,user154@pmifi.ru
156,2025-07-21 17:07:43.754610,Electronics,378.83,user155@pmifi.ru
157,2025-07-20 17:07:43.754610,Home,87.72,user156@pmifi.ru
158,2025-07-19 17:07:43.754610,Books,441.63,user157@pmifi.ru
159,2025-07-18 17:07:43.754610,Electronics,437.2,user158@pmifi.ru
160,2025-07-17 17:07:43.754610,Home,24.33,user159@pmifi.ru
161,2025-07-16 17:07:43.754610,Clothing,414.65,user160@pmifi.ru
162,2025-07-15 17:07:43.754610,Home,73.15,user161@pmifi.ru
163,2025-07-14 17:07:43.754610,Home,174.21,user162@pmifi.ru
164,2025-07-13 17:07:43.754610,Home,374.32,user163@pmifi.ru
165,2025-07-12 17:07:43.754610,Electronics,88.77,user164@pmifi.ru
166,2025-07-11 17:07:43.754610,Books,410.8,user165@pmifi.ru
167,2025-07-10 17:07:43.754610,Clothing,417.75,user166@pmifi.ru
168,2025-07-09 17:07:43.754610,Electronics,258.66,user167@pmifi.ru
169,2025-07-08 17:07:43.754610,Electronics,13.13,user168@pmifi.ru
170,2025-07-07 17:07:43.754610,Home,150.65,user169@pmifi.ru
171,2025-07-06 17:07:43.754610,Home,312.29,user170@pmifi.ru
172,2025-07-05 17:07:43.754610,Electronics,490.78,user171@pmifi.ru
173,2025-07-04 17:07:43.754610,Home,319.59,user172@pmifi.ru
174,2025-07-03 17:07:43.754610,Electronics,137.3,user173@pmifi.ru
175,2025-07-02 17:07:43.754610,Home,320.66,user174@pmifi.ru
176,2025-07-01 17:07:43.754610,Electronics,274.59,user175@pmifi.ru
177,2025-06-30 17:07:43.754610,Home,392.12,user176@pmifi.ru
178,2025-06-29 17:07:43.754610,Clothing,62.42,user177@pmifi.ru
179,2025-06-28 17:07:43.754610,Books,382.9,user178@pmifi.ru
180,2025-06-27 17:07:43.754610,Electronics,275.22,user179@pmifi.ru
181,2025-06-26 17:07:43.754610,Clothing,481.87,user180@pmifi.ru
182,2025-06-25 17:07:43.754610,Electronics,177.52,user181@pmifi.ru
183,2025-06-24 17:07:43.754610,Books,319.98,user182@pmifi.ru
184,2025-06-23 17:07:43.754610,Books,466.69,user183@pmifi.ru
185,2025-06-22 17:07:43.754610,Clothing,60.23,user184@pmifi.ru
186,2025-06-21 17:07:43.754610,Home,469.24,user185@pmifi.ru
187,2025-06-20 17:07:43.754610,Books,347.06,user186@pmifi.ru
188,2025-06-19 17:07:43.754610,Home,43.24,user187@pmifi.ru
189,2025-06-18 17:07:43.754610,Home,157.47,user188@pmifi.ru
190,2025-06-17 17:07:43.754610,Electronics,357.0,user189@pmifi.ru
191,2025-06-16 17:07:43.754610,Electronics,43.0,user190@pmifi.ru
192,2025-06-15 17:07:43.754610,Books,295.26,user191@pmifi.ru
193,2025-06-14 17:07:43.754610,Books,179.48,user192@pmifi.ru
194,2025-06-13 17:07:43.754610,Home,314.25,user193@pmifi.ru
195,2025-06-12 17:07:43.754610,Clothing,32.41,user194@pmifi.ru
196,2025-06-11 17:07:43.754610,Clothing,437.05,user195@pmifi.ru
197,2025-06-10 17:07:43.754610,Home,487.01,user196@pmifi.ru
198,2025-06-09 17:07:43.754610,Books,484.75,user197@pmifi.ru
199,2025-06-08 17:07:43.754610,Books,377.33,user198@pmifi.ru
200,2025-06-07 17:07:43.754610,Books,73.74,user199@pmifi.ru
201,2025-06-06 17:07:43.754610,Home,381.55,user200@pmifi.ru
202,2025-06-05 17:07:43.754610,Electronics,22.05,user201@pmifi.ru
203,2025-06-04 17:07:43.754610,Electronics,20.84,user202@pmifi.ru
204,2025-06-03 17:07:43.754610,Books,168.57,user203@pmifi.ru
205,2025-06-02 17:07:43.754610,Home,249.44,user204@pmifi.ru
206,2025-06-01 17:07:43.754610,Electronics,387.5,user205@pmifi.ru
207,2025-05-31 17:07:43.754610,Electronics,344.81,user206@pmifi.ru
208,2025-05-30 17:07:43.754610,Home,228.49,user207@pmifi.ru
209,2025-05-29 17:07:43.754610,Electronics,144.08,user208@pmifi.ru
210,2025-05-28 17:07:43.754610,Electronics,498.59,user209@pmifi.ru
211,2025-05-27 17:07:43.754610,Home,218.83,user210@pmifi.ru
212,2025-05-26 17:07:43.754610,Home,231.18,user211@pmifi.ru
213,2025-05-25 17:07:43.754610,Home,90.18,user212@pmifi.ru
214,2025-05-24 17:07:43.754610,Electronics,399.46,user213@pmifi.ru
215,2025-05-23 17:07:43.754610,Home,349.9,user214@pmifi.ru
216,2025-05-22 17:07:43.754610,Electronics,118.18,user215@pmifi.ru
217,2025-05-21 17:07:43.754610,Clothing,50.37,user216@pmifi.ru
218,2025-05-20 17:07:43.754610,Home,343.44,user217@pmifi.ru
219,2025-05-19 17:07:43.754610,Home,330.71,user218@pmifi.ru
220,2025-05-18 17:07:43.754610,Books,143.9,user219@pmifi.ru
221,2025-05-17 17:07:43.754610,Home,475.92,user220@pmifi.ru
222,2025-05-16 17:07:43.754610,Home,84.02,user221@pmifi.ru
223,2025-05-15 17:07:43.754610,Electronics,221.84,user222@pmifi.ru
224,2025-05-14 17:07:43.754610,Clothing,472.37,user223@pmifi.ru
225,2025-05-13 17:07:43.754610,Clothing,215.67,user224@pmifi.ru
226,2025-05-12 17:07:43.754610,Electronics,322.88,user225@pmifi.ru
227,2025-05-11 17:07:43.754610,Books,204.82,user226@pmifi.ru
228,2025-05-10 17:07:43.754610,Clothing,144.37,user227@pmifi.ru
229,2025-05-09 17:07:43.754610,Books,492.15,user228@pmifi.ru
230,2025-05-08 17:07:43.754610,Home,210.57,user229@pmifi.ru
231,2025-05-07 17:07:43.754610,Books,448.11,user230@pmifi.ru
232,2025-05-06 17:07:43.754610,Home,122.68,user231@pmifi.ru
233,2025-05-05 17:07:43.754610,Home,114.42,user232@pmifi.ru
234,2025-05-04 17:07:43.754610,Clothing,25.26,user233@pmifi.ru
235,2025-05-03 17:07:43.754610,Electronics,329.32,user234@pmifi.ru
236,2025-05-02 17:07:43.754610,Home,190.58,user235@pmifi.ru
237,2025-05-01 17:07:43.754610,Clothing,433.54,user236@pmifi.ru
238,2025-04-30 17:07:43.754610,Electronics,241.87,user237@pmifi.ru
239,2025-04-29 17:07:43.754610,Home,484.41,user238@pmifi.ru
240,2025-04-28 17:07:43.754610,Electronics,100.91,user239@pmifi.ru
241,2025-04-27 17:07:43.754610,Books,435.63,user240@pmifi.ru
242,2025-04-26 17:07:43.754610,Books,390.53,user241@pmifi.ru
243,2025-04-25 17:07:43.754610,Books,387.75,user242@pmifi.ru
244,2025-04-24 17:07:43.754610,Clothing,423.94,user243@pmifi.ru
245,2025-04-23 17:07:43.754610,Electronics,382.9,user244@pmifi.ru
246,2025-04-22 17:07:43.754610,Books,316.85,user245@pmifi.ru
247,2025-04-21 17:07:43.754610,Clothing,74.31,user246@pmifi.ru
248,2025-04-20 17:07:43.754610,Books,25.94,user247@pmifi.ru
249,2025-04-19 17:07:43.754610,Books,461.22,user248@pmifi.ru
250,2025-04-18 17:07:43.754610,Books,312.16,user249@pmifi.ru
251,2025-04-17 17:07:43.754610,Clothing,400.3,user250@pmifi.ru
252,2025-04-16 17:07:43.754610,Clothing,245.95,user251@pmifi.ru
253,2025-04-15 17:07:43.754610,Books,67.48,user252@pmifi.ru
254,2025-04-14 17:07:43.754610,Clothing,71.34,user253@pmifi.ru
255,2025-04-13 17:07:43.754610,Electronics,345.93,user254@pmifi.ru
256,2025-04-12 17:07:43.754610,Home,220.85,user255@pmifi.ru
257,2025-04-11 17:07:43.754610,Books,108.26,user256@pmifi.ru
258,2025-04-10 17:07:43.754610,Home,250.88,user257@pmifi.ru
259,2025-04-09 17:07:43.754610,Home,41.46,user258@pmifi.ru
260,2025-04-08 17:07:43.754610,Electronics,295.17,user259@pmifi.ru
261,2025-04-07 17:07:43.754610,Home,141.81,user260@pmifi.ru
262,2025-04-06 17:07:43.754610,Books,400.8,user261@pmifi.ru
263,2025-04-05 17:07:43.754610,Electronics,162.08,user262@pmifi.ru
264,2025-04-04 17:07:43.754610,Home,233.06,user263@pmifi.ru
265,2025-04-03 17:07:43.754610,Books,15.69,user264@pmifi.ru
266,2025-04-02 17:07:43.754610,Home,45.5,user265@pmifi.ru
267,2025-04-01 17:07:43.754610,Home,202.32,user266@pmifi.ru
268,2025-03-31 17:07:43.754610,Home,245.17,user267@pmifi.ru
269,2025-03-30 17:07:43.754610,Clothing,304.01,user268@pmifi.ru
270,2025-03-29 17:07:43.754610,Clothing,152.91,user269@pmifi.ru
271,2025-03-28 17:07:43.754610,Books,350.54,user270@pmifi.ru
272,2025-03-27 17:07:43.754610,Books,431.46,user271@pmifi.ru
273,2025-03-26 17:07:43.754610,Books,392.13,user272@pmifi.ru
274,2025-03-25 17:07:43.754610,Books,29.41,user273@pmifi.ru
275,2025-03-24 17:07:43.754610,Home,245.45,user274@pmifi.ru
276,2025-03-23 17:07:43.754610,Home,61.42,user275@pmifi.ru
277,2025-03-22 17:07:43.754610,Books,128.6,user276@pmifi.ru
278,2025-03-21 17:07:43.754610,Home,493.46,user277@pmifi.ru
279,2025-03-20 17:07:43.754610,Home,79.82,user278@pmifi.ru
280,2025-03-19 17:07:43.754610,Books,254.46,user279@pmifi.ru
281,2025-03-18 17:07:43.754610,Books,312.9,user280@pmifi.ru
282,2025-03-17 17:07:43.754610,Clothing,354.21,user281@pmifi.ru
283,2025-03-16 17:07:43.754610,Clothing,284.23,user282@pmifi.ru
284,2025-03-15 17:07:43.754610,Electronics,14.79,user283@pmifi.ru
285,2025-03-14 17:07:43.754610,Home,169.97,user284@pmifi.ru
286,2025-03-13 17:07:43.754610,Electronics,263.68,user285@pmifi.ru
287,2025-03-12 17:07:43.754610,Clothing,53.05,user286@pmifi.ru
288,2025-03-11 17:07:43.754610,Home,181.81,user287@pmifi.ru
289,2025-03-10 17:07:43.754610,Clothing,26.27,user288@pmifi.ru
290,2025-03-09 17:07:43.754610,Home,48.5,user289@pmifi.ru
291,2025-03-08 17:07:43.754610,Electronics,204.49,user290@pmifi.ru
292,2025-03-07 17:07:43.754610,Electronics,75.03,user291@pmifi.ru
293,2025-03-06 17:07:43.754610,Books,288.1,user292@pmifi.ru
294,2025-03-05 17:07:43.754610,Clothing,347.84,user293@pmifi.ru
295,2025-03-04 17:07:43.754610,Electronics,402.29,user294@pmifi.ru
296,2025-03-03 17:07:43.754610,Home,108.07,user295@pmifi.ru
297,2025-03-02 17:07:43.754610,Books,92.07,user296@pmifi.ru
298,2025-03-01 17:07:43.754610,Electronics,61.24,user297@pmifi.ru
299,2025-02-28 17:07:43.754610,Home,321.85,user298@pmifi.ru
300,2025-02-27 17:07:43.754610,Electronics,356.17,user299@pmifi.ru
301,2025-02-26 17:07:43.754610,Electronics,25.48,user300@pmifi.ru
302,2025-02-25 17:07:43.754610,Home,468.74,user301@pmifi.ru
303,2025-02-24 17:07:43.754610,Home,35.47,user302@pmifi.ru
304,2025-02-23 17:07:43.754610,Home,275.24,user303@pmifi.ru
305,2025-02-22 17:07:43.754610,Home,357.44,user304@pmifi.ru
306,2025-02-21 17:07:43.754610,Books,436.77,user305@pmifi.ru
307,2025-02-20 17:07:43.754610,Home,359.9,user306@pmifi.ru
308,2025-02-19 17:07:43.754610,Clothing,402.85,user307@pmifi.ru
309,2025-02-18 17:07:43.754610,Books,176.33,user308@pmifi.ru
310,2025-02-17 17:07:43.754610,Clothing,409.26,user309@pmifi.ru
311,2025-02-16 17:07:43.754610,Clothing,49.26,user310@pmifi.ru
312,2025-02-15 17:07:43.754610,Electronics,448.46,user311@pmifi.ru
313,2025-02-14 17:07:43.754610,Electronics,278.32,user312@pmifi.ru
314,2025-02-13 17:07:43.754610,Books,410.48,user313@pmifi.ru
315,2025-02-12 17:07:43.754610,Books,231.64,user314@pmifi.ru
316,2025-02-11 17:07:43.754610,Home,325.35,user315@pmifi.ru
317,2025-02-10 17:07:43.754610,Clothing,267.94,user316@pmifi.ru
318,2025-02-09 17:07:43.754610,Electronics,368.48,user317@pmifi.ru
319,2025-02-08 17:07:43.754610,Electronics,50.0,user318@pmifi.ru
320,2025-02-07 17:07:43.754610,Clothing,39.57,user319@pmifi.ru
321,2025-02-06 17:07:43.754610,Home,131.08,user320@pmifi.ru
322,2025-02-05 17:07:43.754610,Home,88.18,user321@pmifi.ru
323,2025-02-04 17:07:43.754610,Home,437.17,user322@pmifi.ru
324,2025-02-03 17:07:43.754610,Clothing,117.41,user323@pmifi.ru
325,2025-02-02 17:07:43.754610,Books,488.17,user324@pmifi.ru
326,2025-02-01 17:07:43.754610,Home,175.08,user325@pmifi.ru
327,2025-01-31 17:07:43.754610,Home,99.24,user326@pmifi.ru
328,2025-01-30 17:07:43.754610,Home,396.95,user327@pmifi.ru
329,2025-01-29 17:07:43.754610,Clothing,332.77,user328@pmifi.ru
330,2025-01-28 17:07:43.754610,Electronics,254.12,user329@pmifi.ru
331,2025-01-27 17:07:43.754610,Clothing,282.13,user330@pmifi.ru
332,2025-01-26 17:07:43.754610,Books,362.41,user331@pmifi.ru
333,2025-01-25 17:07:43.754610,Electronics,121.94,user332@pmifi.ru
334,2025-01-24 17:07:43.754610,Electronics,498.2,user333@pmifi.ru
335,2025-01-23 17:07:43.754610,Electronics,487.65,user334@pmifi.ru
336,2025-01-22 17:07:43.754610,Electronics,328.66,user335@pmifi.ru
337,2025-01-21 17:07:43.754610,Books,107.78,user336@pmifi.ru
338,2025-01-20 17:07:43.754610,Home,343.31,user337@pmifi.ru
339,2025-01-19 17:07:43.754610,Clothing,45.38,user338@pmifi.ru
340,2025-01-18 17:07:43.754610,Electronics,25.02,user339@pmifi.ru
341,2025-01-17 17:07:43.754610,Clothing,136.26,user340@pmifi.ru
342,2025-01-16 17:07:43.754610,Clothing,236.69,user341@pmifi.ru
343,2025-01-15 17:07:43.754610,Electronics,435.45,user342@pmifi.ru
344,2025-01-14 17:07:43.754610,Clothing,366.31,user343@pmifi.ru
345,2025-01-13 17:07:43.754610,Clothing,373.93,user344@pmifi.ru
346,2025-01-12 17:07:43.754610,Home,218.49,user345@pmifi.ru
347,2025-01-11 17:07:43.754610,Home,179.51,user346@pmifi.ru
348,2025-01-10 17:07:43.754610,Electronics,191.81,user347@pmifi.ru
349,2025-01-09 17:07:43.754610,Clothing,493.95,user348@pmifi.ru
350,2025-01-08 17:07:43.754610,Home,29.65,user349@pmifi.ru
351,2025-01-07 17:07:43.754610,Home,434.85,user350@pmifi.ru
352,2025-01-06 17:07:43.754610,Books,293.55,user351@pmifi.ru
353,2025-01-05 17:07:43.754610,Home,224.92,user352@pmifi.ru
354,2025-01-04 17:07:43.754610,Electronics,365.38,user353@pmifi.ru
355,2025-01-03 17:07:43.754610,Electronics,248.47,user354@pmifi.ru
356,2025-01-02 17:07:43.754610,Home,437.98,user355@pmifi.ru
357,2025-01-01 17:07:43.754610,Electronics,451.34,user356@pmifi.ru
358,2024-12-31 17:07:43.754610,Home,216.64,user357@pmifi.ru
359,2024-12-30 17:07:43.754610,Books,145.65,user358@pmifi.ru
360,2024-12-29 17:07:43.754610,Home,300.25,user359@pmifi.ru
361,2024-12-28 17:07:43.754610,Clothing,457.06,user360@pmifi.ru
362,2024-12-27 17:07:43.754610,Home,113.22,user361@pmifi.ru
363,2024-12-26 17:07:43.754610,Clothing,315.25,user362@pmifi.ru
364,2024-12-25 17:07:43.754610,Home,319.46,user363@pmifi.ru
365,2024-12-24 17:07:43.754610,Books,369.23,user364@pmifi.ru
366,2024-12-23 17:07:43.754610,Clothing,74.47,user365@pmifi.ru
367,2024-12-22 17:07:43.754610,Books,360.75,user366@pmifi.ru
368,2024-12-21 17:07:43.754610,Books,455.43,user367@pmifi.ru
369,2024-12-20 17:07:43.754610,Electronics,98.04,user368@pmifi.ru
370,2024-12-19 17:07:43.754610,Electronics,126.4,user369@pmifi.ru
371,2024-12-18 17:07:43.754610,Electronics,485.98,user370@pmifi.ru
372,2024-12-17 17:07:43.754610,Electronics,98.68,user371@pmifi.ru
373,2024-12-16 17:07:43.754610,Electronics,428.65,user372@pmifi.ru
374,2024-12-15 17:07:43.754610,Home,251.22,user373@pmifi.ru
375,2024-12-14 17:07:43.754610,Electronics,131.14,user374@pmifi.ru
376,2024-12-13 17:07:43.754610,Clothing,436.67,user375@pmifi.ru
377,2024-12-12 17:07:43.754610,Books,228.2,user376@pmifi.ru
